Time,Metric,Symbol,Value
2012-01-04,addresses,btc,2788769.0
2012-01-04,addresses,ltc,232511.0
2012-01-04,mktcap,btc,44881234.0505
2012-01-04,non_zero_addresses,btc,5323.0
2012-01-04,non_zero_addresses,ltc,1337.0
2012-01-04,price,btc,5.58749
2012-01-04,supply,btc,8032450.0
2012-01-04,supply,ltc,3089850.0
2012-01-04,transactions_count,btc,5582.0
2012-01-04,transactions_count,ltc,723.0
2012-01-04,transactions_mean,btc,509.563238982444
2012-01-04,transactions_rate,btc,0.064606481481481
2012-01-04,transactions_rate,ltc,0.008368055555555
2012-01-04,transactions_sum,btc,2844382.0
2012-01-04,transfers_mean,btc,70.4281314936118
2012-01-04,transfers_mean,ltc,115.116178826293
2012-01-04,transfers_sum,btc,393129.82999734
2012-01-04,transfers_sum,ltc,83228.99729141
2012-01-05,active_addresses,btc,15079.0
2012-01-05,active_addresses,ltc,1753.0
2012-01-05,addresses,btc,2795727.0
2012-01-05,addresses,ltc,233899.0
2012-01-05,mktcap,btc,56141318.92614817
2012-01-05,non_zero_addresses,btc,6958.0
2012-01-05,non_zero_addresses,ltc,1388.0
2012-01-05,price,btc,6.982924814814817
2012-01-05,supply,btc,8039800.0
2012-01-05,supply,ltc,3121400.0
2012-01-05,transactions_count,btc,6847.0
2012-01-05,transactions_count,ltc,760.0
2012-01-05,transactions_mean,btc,523.461077844309
2012-01-05,transactions_rate,btc,0.079247685185185
2012-01-05,transactions_rate,ltc,0.008796296296296
2012-01-05,transactions_sum,btc,3584138.0
2012-01-05,transfers_mean,btc,99.7738374146686
2012-01-05,transfers_mean,ltc,110.205934230645
2012-01-05,transfers_sum,btc,683151.46477824
2012-01-05,transfers_sum,ltc,83756.51001529
2012-01-06,active_addresses,btc,14660.0
2012-01-06,active_addresses,ltc,1519.0
2012-01-06,addresses,btc,2802189.0
2012-01-06,addresses,ltc,235086.0
2012-01-06,mktcap,btc,53898700.008833334
2012-01-06,non_zero_addresses,btc,6462.0
2012-01-06,non_zero_addresses,ltc,1187.0
2012-01-06,price,btc,6.696863333333334
2012-01-06,supply,btc,8048350.0
2012-01-06,supply,ltc,3148300.0
2012-01-06,transactions_count,btc,6473.0
2012-01-06,transactions_count,ltc,654.0
2012-01-06,transactions_mean,btc,567.271898655957
2012-01-06,transactions_rate,btc,0.074918981481481
2012-01-06,transactions_rate,ltc,0.0075694444444440005
2012-01-06,transactions_sum,btc,3671951.0
2012-01-06,transfers_mean,btc,93.3658369940601
2012-01-06,transfers_mean,ltc,141.653580816422
2012-01-06,transfers_sum,btc,604357.06286255
2012-01-06,transfers_sum,ltc,92641.44185394
2012-01-07,active_addresses,btc,13075.0
2012-01-07,active_addresses,ltc,1308.0
2012-01-07,addresses,btc,2807785.0
2012-01-07,addresses,ltc,236088.0
2012-01-07,mktcap,btc,54885264.17450001
2012-01-07,non_zero_addresses,btc,5596.0
2012-01-07,non_zero_addresses,ltc,1002.0
2012-01-07,price,btc,6.811656666666668
2012-01-07,supply,btc,8057550.0
2012-01-07,supply,ltc,3170300.0
2012-01-07,transactions_count,btc,5721.0
2012-01-07,transactions_count,ltc,597.0
2012-01-07,transactions_mean,btc,527.898444327912
2012-01-07,transactions_rate,btc,0.066215277777777
2012-01-07,transactions_rate,ltc,0.0069097222222220004
2012-01-07,transactions_sum,btc,3020107.0
2012-01-07,transfers_mean,btc,54.2030037949853
2012-01-07,transfers_mean,ltc,61.9401017697823
2012-01-07,transfers_sum,btc,310095.38471111
2012-01-07,transfers_sum,ltc,36978.24075656
2012-01-08,active_addresses,btc,14463.0
2012-01-08,active_addresses,ltc,1018.0
2012-01-08,addresses,btc,2813927.0
2012-01-08,addresses,ltc,236830.0
2012-01-08,mktcap,btc,57509173.11738462
2012-01-08,non_zero_addresses,btc,6142.0
2012-01-08,non_zero_addresses,ltc,742.0
2012-01-08,price,btc,7.13009076923077
2012-01-08,supply,btc,8065700.0
2012-01-08,supply,ltc,3184250.0
2012-01-08,transactions_count,btc,6241.0
2012-01-08,transactions_count,ltc,499.0
2012-01-08,transactions_mean,btc,526.401858676494
2012-01-08,transactions_rate,btc,0.072233796296296
2012-01-08,transactions_rate,ltc,0.005775462962962
2012-01-08,transactions_sum,btc,3285274.0
2012-01-08,transfers_mean,btc,56.094861613751
2012-01-08,transfers_mean,ltc,82.9159424224248
2012-01-08,transfers_sum,btc,350088.03133142
2012-01-08,transfers_sum,ltc,41375.05526879
2012-01-09,active_addresses,btc,14603.0
2012-01-09,active_addresses,ltc,891.0
2012-01-09,addresses,btc,2819771.0
2012-01-09,addresses,ltc,237440.0
2012-01-09,mktcap,btc,50997134.20049998
2012-01-09,non_zero_addresses,btc,5844.0
2012-01-09,non_zero_addresses,ltc,610.0
2012-01-09,price,btc,6.316294999999997
2012-01-09,supply,btc,8073900.0
2012-01-09,supply,ltc,3194200.0
2012-01-09,transactions_count,btc,5948.0
2012-01-09,transactions_count,ltc,430.0
2012-01-09,transactions_mean,btc,554.502017484869
2012-01-09,transactions_rate,btc,0.06884259259259201
2012-01-09,transactions_rate,ltc,0.004976851851851
2012-01-09,transactions_sum,btc,3298178.0
2012-01-09,transfers_mean,btc,74.1135196565232
2012-01-09,transfers_mean,ltc,57.6997288118373
2012-01-09,transfers_sum,btc,440827.214917
2012-01-09,transfers_sum,ltc,24810.88338909
2012-01-10,active_addresses,btc,15899.0
2012-01-10,active_addresses,ltc,970.0
2012-01-10,addresses,btc,2826679.0
2012-01-10,addresses,ltc,238071.0
2012-01-10,mktcap,btc,52119603.01121999
2012-01-10,non_zero_addresses,btc,6908.0
2012-01-10,non_zero_addresses,ltc,631.0
2012-01-10,price,btc,6.449687599999999
2012-01-10,supply,btc,8080950.0
2012-01-10,supply,ltc,3203900.0
2012-01-10,transactions_count,btc,6536.0
2012-01-10,transactions_count,ltc,457.0
2012-01-10,transactions_mean,btc,634.570685434517
2012-01-10,transactions_rate,btc,0.075648148148148
2012-01-10,transactions_rate,ltc,0.005289351851851001
2012-01-10,transactions_sum,btc,4147554.0
2012-01-10,transfers_mean,btc,59.0761314017136
2012-01-10,transfers_mean,ltc,198.729980196193
2012-01-10,transfers_sum,btc,386121.5948416
2012-01-10,transfers_sum,ltc,90819.60094966
2012-01-11,active_addresses,btc,16746.0
2012-01-11,active_addresses,ltc,878.0
2012-01-11,addresses,btc,2833528.0
2012-01-11,addresses,ltc,238706.0
2012-01-11,mktcap,btc,55811070.38000001
2012-01-11,non_zero_addresses,btc,6849.0
2012-01-11,non_zero_addresses,ltc,635.0
2012-01-11,price,btc,6.899966666666668
2012-01-11,supply,btc,8088600.0
2012-01-11,supply,ltc,3216200.0
2012-01-11,transactions_count,btc,6986.0
2012-01-11,transactions_count,ltc,437.0
2012-01-11,transactions_mean,btc,596.613083309479
2012-01-11,transactions_rate,btc,0.080856481481481
2012-01-11,transactions_rate,ltc,0.00505787037037
2012-01-11,transactions_sum,btc,4167939.0
2012-01-11,transfers_mean,btc,55.0745018271529
2012-01-11,transfers_mean,ltc,59.3665905324028
2012-01-11,transfers_sum,btc,384750.46976449
2012-01-11,transfers_sum,ltc,25943.20006266
2012-01-12,active_addresses,btc,13727.0
2012-01-12,active_addresses,ltc,1628.0
2012-01-12,addresses,btc,2839658.0
2012-01-12,addresses,ltc,240056.0
2012-01-12,mktcap,btc,55037745.85966668
2012-01-12,non_zero_addresses,btc,6130.0
2012-01-12,non_zero_addresses,ltc,1350.0
2012-01-12,price,btc,6.797846666666668
2012-01-12,supply,btc,8096350.0
2012-01-12,supply,ltc,3244200.0
2012-01-12,transactions_count,btc,6541.0
2012-01-12,transactions_count,ltc,823.0
2012-01-12,transactions_mean,btc,472.990215563369
2012-01-12,transactions_rate,btc,0.075706018518518
2012-01-12,transactions_rate,ltc,0.009525462962962
2012-01-12,transactions_sum,btc,3093829.0
2012-01-12,transfers_mean,btc,54.405892106542
2012-01-12,transfers_mean,ltc,115.091559594605
2012-01-12,transfers_sum,btc,355868.94026889
2012-01-12,transfers_sum,ltc,94720.35354636
2012-01-13,active_addresses,btc,14203.0
2012-01-13,active_addresses,ltc,2159.0
2012-01-13,addresses,btc,2846177.0
2012-01-13,addresses,ltc,241900.0
2012-01-13,mktcap,btc,51970852.03380651
2012-01-13,non_zero_addresses,btc,6519.0
2012-01-13,non_zero_addresses,ltc,1844.0
2012-01-13,price,btc,6.413502074303406
2012-01-13,supply,btc,8103350.0
2012-01-13,supply,ltc,3295250.0
2012-01-13,transactions_count,btc,6707.0
2012-01-13,transactions_count,ltc,868.0
2012-01-13,transactions_mean,btc,448.127031459669
2012-01-13,transactions_rate,btc,0.07762731481481401
2012-01-13,transactions_rate,ltc,0.010046296296296001
2012-01-13,transactions_sum,btc,3005588.0
2012-01-13,transfers_mean,btc,60.130977656787
2012-01-13,transfers_mean,ltc,111.867287526002
2012-01-13,transfers_sum,btc,403298.46714407
2012-01-13,transfers_sum,ltc,97100.80557257
2012-01-14,active_addresses,btc,14435.0
2012-01-14,active_addresses,ltc,1873.0
2012-01-14,addresses,btc,2852675.0
2012-01-14,addresses,ltc,243464.0
2012-01-14,mktcap,btc,54748359.16275
2012-01-14,non_zero_addresses,btc,6498.0
2012-01-14,non_zero_addresses,ltc,1564.0
2012-01-14,price,btc,6.750014999999999
2012-01-14,supply,btc,8110850.0
2012-01-14,supply,ltc,3337900.0
2012-01-14,transactions_count,btc,6657.0
2012-01-14,transactions_count,ltc,708.0
2012-01-14,transactions_mean,btc,443.811176205498
2012-01-14,transactions_rate,btc,0.07704861111111101
2012-01-14,transactions_rate,ltc,0.008194444444444001
2012-01-14,transactions_sum,btc,2954451.0
2012-01-14,transfers_mean,btc,50.7613027895239
2012-01-14,transfers_mean,ltc,118.966846442302
2012-01-14,transfers_sum,btc,337917.99266986
2012-01-14,transfers_sum,ltc,84228.52728115
2012-01-15,active_addresses,btc,13447.0
2012-01-15,active_addresses,ltc,1052.0
2012-01-15,addresses,btc,2858823.0
2012-01-15,addresses,ltc,244247.0
2012-01-15,mktcap,btc,57048333.94781818
2012-01-15,non_zero_addresses,btc,6148.0
2012-01-15,non_zero_addresses,ltc,783.0
2012-01-15,price,btc,7.027560909090909
2012-01-15,supply,btc,8117800.0
2012-01-15,supply,ltc,3354050.0
2012-01-15,transactions_count,btc,6173.0
2012-01-15,transactions_count,ltc,456.0
2012-01-15,transactions_mean,btc,464.936497651061
2012-01-15,transactions_rate,btc,0.071446759259259
2012-01-15,transactions_rate,ltc,0.005277777777777001
2012-01-15,transactions_sum,btc,2870053.0
2012-01-15,transfers_mean,btc,43.5425468469593
2012-01-15,transfers_mean,ltc,194.886934383487
2012-01-15,transfers_sum,btc,268788.14168628
2012-01-15,transfers_sum,ltc,88868.44207887
2012-01-16,active_addresses,btc,14565.0
2012-01-16,active_addresses,ltc,1219.0
2012-01-16,addresses,btc,2865117.0
2012-01-16,addresses,ltc,244983.0
2012-01-16,mktcap,btc,54029390.51523808
2012-01-16,non_zero_addresses,btc,6294.0
2012-01-16,non_zero_addresses,ltc,736.0
2012-01-16,price,btc,6.648461904761903
2012-01-16,supply,btc,8126600.0
2012-01-16,supply,ltc,3369800.0
2012-01-16,transactions_count,btc,6799.0
2012-01-16,transactions_count,ltc,425.0
2012-01-16,transactions_mean,btc,499.550375055155
2012-01-16,transactions_rate,btc,0.078692129629629
2012-01-16,transactions_rate,ltc,0.004918981481481
2012-01-16,transactions_sum,btc,3396443.0
2012-01-16,transfers_mean,btc,62.9366629828021
2012-01-16,transfers_mean,ltc,114.724438428659
2012-01-16,transfers_sum,btc,427906.37162007
2012-01-16,transfers_sum,ltc,48757.88633218
2012-01-17,active_addresses,btc,13984.0
2012-01-17,active_addresses,ltc,868.0
2012-01-17,addresses,btc,2871555.0
2012-01-17,addresses,ltc,245626.0
2012-01-17,mktcap,btc,45286707.01217389
2012-01-17,non_zero_addresses,btc,6438.0
2012-01-17,non_zero_addresses,ltc,643.0
2012-01-17,price,btc,5.56730760869565
2012-01-17,supply,btc,8134400.0
2012-01-17,supply,ltc,3382700.0
2012-01-17,transactions_count,btc,6595.0
2012-01-17,transactions_count,ltc,386.0
2012-01-17,transactions_mean,btc,458.525701288854
2012-01-17,transactions_rate,btc,0.076331018518518
2012-01-17,transactions_rate,ltc,0.004467592592592
2012-01-17,transactions_sum,btc,3023977.0
2012-01-17,transfers_mean,btc,65.8595551119304
2012-01-17,transfers_mean,ltc,86.394139406373
2012-01-17,transfers_sum,btc,434343.76596318
2012-01-17,transfers_sum,ltc,33348.13781086
2012-01-18,active_addresses,btc,14506.0
2012-01-18,active_addresses,ltc,875.0
2012-01-18,addresses,btc,2878043.0
2012-01-18,addresses,ltc,246222.0
2012-01-18,mktcap,btc,48169520.640000015
2012-01-18,non_zero_addresses,btc,6488.0
2012-01-18,non_zero_addresses,ltc,596.0
2012-01-18,price,btc,5.9170500000000015
2012-01-18,supply,btc,8140800.0
2012-01-18,supply,ltc,3394550.0
2012-01-18,transactions_count,btc,6519.0
2012-01-18,transactions_count,ltc,360.0
2012-01-18,transactions_mean,btc,481.335020708696
2012-01-18,transactions_rate,btc,0.075451388888888
2012-01-18,transactions_rate,ltc,0.0041666666666660005
2012-01-18,transactions_sum,btc,3137823.0
2012-01-18,transfers_mean,btc,56.9472210475641
2012-01-18,transfers_mean,ltc,145.074723235333
2012-01-18,transfers_sum,btc,371238.93400907
2012-01-18,transfers_sum,ltc,52226.90036472
2012-01-19,active_addresses,btc,14812.0
2012-01-19,active_addresses,ltc,645.0
2012-01-19,addresses,btc,2884636.0
2012-01-19,addresses,ltc,246619.0
2012-01-19,mktcap,btc,51776882.37514289
2012-01-19,non_zero_addresses,btc,6593.0
2012-01-19,non_zero_addresses,ltc,397.0
2012-01-19,price,btc,6.354317142857146
2012-01-19,supply,btc,8148300.0
2012-01-19,supply,ltc,3403000.0
2012-01-19,transactions_count,btc,6752.0
2012-01-19,transactions_count,ltc,233.0
2012-01-19,transactions_mean,btc,465.425651658768
2012-01-19,transactions_rate,btc,0.07814814814814801
2012-01-19,transactions_rate,ltc,0.002696759259259
2012-01-19,transactions_sum,btc,3142554.0
2012-01-19,transfers_mean,btc,58.6094580446254
2012-01-19,transfers_mean,ltc,123.100261993305
2012-01-19,transfers_sum,btc,395731.06071731
2012-01-19,transfers_sum,ltc,28682.36104444
2012-01-20,active_addresses,btc,13929.0
2012-01-20,active_addresses,ltc,700.0
2012-01-20,addresses,btc,2890991.0
2012-01-20,addresses,ltc,247083.0
2012-01-20,mktcap,btc,51974178.373
2012-01-20,non_zero_addresses,btc,6355.0
2012-01-20,non_zero_addresses,ltc,464.0
2012-01-20,price,btc,6.37286
2012-01-20,supply,btc,8155550.0
2012-01-20,supply,ltc,3413850.0
2012-01-20,transactions_count,btc,6635.0
2012-01-20,transactions_count,ltc,248.0
2012-01-20,transactions_mean,btc,449.955840241146
2012-01-20,transactions_rate,btc,0.076793981481481
2012-01-20,transactions_rate,ltc,0.0028703703703700004
2012-01-20,transactions_sum,btc,2985457.0
2012-01-20,transfers_mean,btc,53.8397468629449
2012-01-20,transfers_mean,ltc,230.447381715041
2012-01-20,transfers_sum,btc,357226.72043564
2012-01-20,transfers_sum,ltc,57150.95066533
2012-01-21,active_addresses,btc,13321.0
2012-01-21,active_addresses,ltc,753.0
2012-01-21,addresses,btc,2896620.0
2012-01-21,addresses,ltc,247607.0
2012-01-21,mktcap,btc,50336572.23
2012-01-21,non_zero_addresses,btc,5629.0
2012-01-21,non_zero_addresses,ltc,524.0
2012-01-21,price,btc,6.165864
2012-01-21,supply,btc,8163750.0
2012-01-21,supply,ltc,3425150.0
2012-01-21,transactions_count,btc,6202.0
2012-01-21,transactions_count,ltc,287.0
2012-01-21,transactions_mean,btc,477.263463398903
2012-01-21,transactions_rate,btc,0.071782407407407
2012-01-21,transactions_rate,ltc,0.003321759259259
2012-01-21,transactions_sum,btc,2959988.0
2012-01-21,transfers_mean,btc,48.2305589647178
2012-01-21,transfers_mean,ltc,205.366324297456
2012-01-21,transfers_sum,btc,299125.92669918
2012-01-21,transfers_sum,ltc,58940.13507337
2012-01-22,active_addresses,btc,11148.0
2012-01-22,active_addresses,ltc,994.0
2012-01-22,addresses,btc,2901161.0
2012-01-22,addresses,ltc,248395.0
2012-01-22,mktcap,btc,51528341.6067
2012-01-22,non_zero_addresses,btc,4541.0
2012-01-22,non_zero_addresses,ltc,788.0
2012-01-22,price,btc,6.3065940000000005
2012-01-22,supply,btc,8170550.0
2012-01-22,supply,ltc,3445650.0
2012-01-22,transactions_count,btc,5189.0
2012-01-22,transactions_count,ltc,382.0
2012-01-22,transactions_mean,btc,427.636346116785
2012-01-22,transactions_rate,btc,0.060057870370370005
2012-01-22,transactions_rate,ltc,0.004421296296296001
2012-01-22,transactions_sum,btc,2219005.0
2012-01-22,transfers_mean,btc,52.0211230451724
2012-01-22,transfers_mean,ltc,82.1255152146072
2012-01-22,transfers_sum,btc,269937.6074814
2012-01-22,transfers_sum,ltc,31371.94681198
2012-01-23,active_addresses,btc,12942.0
2012-01-23,active_addresses,ltc,1316.0
2012-01-23,addresses,btc,2906543.0
2012-01-23,addresses,ltc,249419.0
2012-01-23,mktcap,btc,51880626.75978946
2012-01-23,non_zero_addresses,btc,5382.0
2012-01-23,non_zero_addresses,ltc,1024.0
2012-01-23,price,btc,6.343111578947367
2012-01-23,supply,btc,8179050.0
2012-01-23,supply,ltc,3473050.0
2012-01-23,transactions_count,btc,5930.0
2012-01-23,transactions_count,ltc,478.0
2012-01-23,transactions_mean,btc,426.79544688027
2012-01-23,transactions_rate,btc,0.068634259259259
2012-01-23,transactions_rate,ltc,0.005532407407407
2012-01-23,transactions_sum,btc,2530897.0
2012-01-23,transfers_mean,btc,47.3123719475512
2012-01-23,transfers_mean,ltc,99.9437628297699
2012-01-23,transfers_sum,btc,280562.36564898
2012-01-23,transfers_sum,ltc,47773.11863263
2012-01-24,active_addresses,btc,14677.0
2012-01-24,active_addresses,ltc,1153.0
2012-01-24,addresses,btc,2913390.0
2012-01-24,addresses,ltc,250299.0
2012-01-24,mktcap,btc,51306437.16666667
2012-01-24,non_zero_addresses,btc,6847.0
2012-01-24,non_zero_addresses,ltc,880.0
2012-01-24,price,btc,6.267583333333333
2012-01-24,supply,btc,8186000.0
2012-01-24,supply,ltc,3495050.0
2012-01-24,transactions_count,btc,7129.0
2012-01-24,transactions_count,ltc,438.0
2012-01-24,transactions_mean,btc,464.460793940245
2012-01-24,transactions_rate,btc,0.082511574074074
2012-01-24,transactions_rate,ltc,0.005069444444444
2012-01-24,transactions_sum,btc,3311141.0
2012-01-24,transfers_mean,btc,52.9817643751788
2012-01-24,transfers_mean,ltc,170.651941155753
2012-01-24,transfers_sum,btc,377706.99823065
2012-01-24,transfers_sum,ltc,74745.55022622
2012-01-25,active_addresses,btc,16255.0
2012-01-25,active_addresses,ltc,1350.0
2012-01-25,addresses,btc,2921070.0
2012-01-25,addresses,ltc,251382.0
2012-01-25,mktcap,btc,47482469.06211109
2012-01-25,non_zero_addresses,btc,7680.0
2012-01-25,non_zero_addresses,ltc,1083.0
2012-01-25,price,btc,5.795209444444442
2012-01-25,supply,btc,8193400.0
2012-01-25,supply,ltc,3523850.0
2012-01-25,transactions_count,btc,7813.0
2012-01-25,transactions_count,ltc,515.0
2012-01-25,transactions_mean,btc,468.095097913732
2012-01-25,transactions_rate,btc,0.09042824074074
2012-01-25,transactions_rate,ltc,0.005960648148148001
2012-01-25,transactions_sum,btc,3657227.0
2012-01-25,transfers_mean,btc,53.1663373691758
2012-01-25,transfers_mean,ltc,158.182083322311
2012-01-25,transfers_sum,btc,415388.59386537
2012-01-25,transfers_sum,ltc,81463.77291099
2012-01-26,active_addresses,btc,14203.0
2012-01-26,active_addresses,ltc,1456.0
2012-01-26,addresses,btc,2927146.0
2012-01-26,addresses,ltc,252562.0
2012-01-26,mktcap,btc,43748904.39347058
2012-01-26,non_zero_addresses,btc,6076.0
2012-01-26,non_zero_addresses,ltc,1180.0
2012-01-26,price,btc,5.335037058823528
2012-01-26,supply,btc,8200300.0
2012-01-26,supply,ltc,3553900.0
2012-01-26,transactions_count,btc,6460.0
2012-01-26,transactions_count,ltc,589.0
2012-01-26,transactions_mean,btc,466.18374613003
2012-01-26,transactions_rate,btc,0.07476851851851801
2012-01-26,transactions_rate,ltc,0.006817129629629001
2012-01-26,transactions_sum,btc,3011547.0
2012-01-26,transfers_mean,btc,64.1592994000602
2012-01-26,transfers_mean,ltc,199.484974255925
2012-01-26,transfers_sum,btc,414469.07412439
2012-01-26,transfers_sum,ltc,117496.64983674
2012-01-27,active_addresses,btc,14243.0
2012-01-27,active_addresses,ltc,1659.0
2012-01-27,addresses,btc,2933260.0
2012-01-27,addresses,ltc,253852.0
2012-01-27,mktcap,btc,43402987.62892859
2012-01-27,non_zero_addresses,btc,6114.0
2012-01-27,non_zero_addresses,ltc,1290.0
2012-01-27,price,btc,5.288307142857144
2012-01-27,supply,btc,8207350.0
2012-01-27,supply,ltc,3586000.0
2012-01-27,transactions_count,btc,6196.0
2012-01-27,transactions_count,ltc,650.0
2012-01-27,transactions_mean,btc,480.618624919303
2012-01-27,transactions_rate,btc,0.071712962962962
2012-01-27,transactions_rate,ltc,0.007523148148148
2012-01-27,transactions_sum,btc,2977913.0
2012-01-27,transfers_mean,btc,57.098243325118
2012-01-27,transfers_mean,ltc,598.679979650061
2012-01-27,transfers_sum,btc,353780.71564243
2012-01-27,transfers_sum,ltc,389141.98677254
2012-01-28,active_addresses,btc,12770.0
2012-01-28,active_addresses,ltc,2021.0
2012-01-28,addresses,btc,2938636.0
2012-01-28,addresses,ltc,255544.0
2012-01-28,mktcap,btc,46252588.24733332
2012-01-28,non_zero_addresses,btc,5376.0
2012-01-28,non_zero_addresses,ltc,1692.0
2012-01-28,price,btc,5.630534444444443
2012-01-28,supply,btc,8214600.0
2012-01-28,supply,ltc,3631200.0
2012-01-28,transactions_count,btc,5765.0
2012-01-28,transactions_count,ltc,794.0
2012-01-28,transactions_mean,btc,473.296617519516
2012-01-28,transactions_rate,btc,0.066724537037037
2012-01-28,transactions_rate,ltc,0.009189814814814
2012-01-28,transactions_sum,btc,2728555.0
2012-01-28,transfers_mean,btc,42.9239339127995
2012-01-28,transfers_mean,ltc,156.928051536788
2012-01-28,transfers_sum,btc,247456.47900729
2012-01-28,transfers_sum,ltc,124600.87292021
2012-01-29,active_addresses,btc,14033.0
2012-01-29,active_addresses,ltc,2073.0
2012-01-29,addresses,btc,2944384.0
2012-01-29,addresses,ltc,257235.0
2012-01-29,mktcap,btc,44303363.321499996
2012-01-29,non_zero_addresses,btc,5748.0
2012-01-29,non_zero_addresses,ltc,1691.0
2012-01-29,price,btc,5.38777
2012-01-29,supply,btc,8222950.0
2012-01-29,supply,ltc,3682800.0
2012-01-29,transactions_count,btc,6259.0
2012-01-29,transactions_count,ltc,663.0
2012-01-29,transactions_mean,btc,471.286787026681
2012-01-29,transactions_rate,btc,0.07244212962962901
2012-01-29,transactions_rate,ltc,0.007673611111111001
2012-01-29,transactions_sum,btc,2949784.0
2012-01-29,transfers_mean,btc,54.7409382428919
2012-01-29,transfers_mean,ltc,135.972232090754
2012-01-29,transfers_sum,btc,342623.53246226
2012-01-29,transfers_sum,ltc,90149.58987617
2012-01-30,active_addresses,btc,13338.0
2012-01-30,active_addresses,ltc,1965.0
2012-01-30,addresses,btc,2950086.0
2012-01-30,addresses,ltc,258803.0
2012-01-30,mktcap,btc,45195050.89
2012-01-30,non_zero_addresses,btc,5702.0
2012-01-30,non_zero_addresses,ltc,1568.0
2012-01-30,price,btc,5.490466666666666
2012-01-30,supply,btc,8231550.0
2012-01-30,supply,ltc,3730850.0
2012-01-30,transactions_count,btc,5981.0
2012-01-30,transactions_count,ltc,608.0
2012-01-30,transactions_mean,btc,445.503093128241
2012-01-30,transactions_rate,btc,0.069224537037037
2012-01-30,transactions_rate,ltc,0.0070370370370370005
2012-01-30,transactions_sum,btc,2664554.0
2012-01-30,transfers_mean,btc,54.3332049622988
2012-01-30,transfers_mean,ltc,259.56013111449
2012-01-30,transfers_sum,btc,324966.89887951
2012-01-30,transfers_sum,ltc,157812.55971761
2012-01-31,active_addresses,btc,15130.0
2012-01-31,active_addresses,ltc,1142.0
2012-01-31,addresses,btc,2956865.0
2012-01-31,addresses,ltc,259609.0
2012-01-31,mktcap,btc,45278782.12157143
2012-01-31,non_zero_addresses,btc,6779.0
2012-01-31,non_zero_addresses,ltc,806.0
2012-01-31,price,btc,5.4956314285714285
2012-01-31,supply,btc,8239050.0
2012-01-31,supply,ltc,3748950.0
2012-01-31,transactions_count,btc,6775.0
2012-01-31,transactions_count,ltc,448.0
2012-01-31,transactions_mean,btc,477.273210332103
2012-01-31,transactions_rate,btc,0.078414351851851
2012-01-31,transactions_rate,ltc,0.005185185185185
2012-01-31,transactions_sum,btc,3233526.0
2012-01-31,transfers_mean,btc,49.8495335145682
2012-01-31,transfers_mean,ltc,174.501058342478
2012-01-31,transfers_sum,btc,337730.5895612
2012-01-31,transfers_sum,ltc,78176.47413743
2012-02-01,active_addresses,btc,14596.0
2012-02-01,active_addresses,ltc,1582.0
2012-02-01,addresses,btc,2963006.0
2012-02-01,addresses,ltc,260696.0
2012-02-01,mktcap,btc,50090037.686625
2012-02-01,non_zero_addresses,btc,6141.0
2012-02-01,non_zero_addresses,ltc,1087.0
2012-02-01,price,btc,6.07439125
2012-02-01,supply,btc,8246100.0
2012-02-01,supply,ltc,3772650.0
2012-02-01,transactions_count,btc,6361.0
2012-02-01,transactions_count,ltc,625.0
2012-02-01,transactions_mean,btc,454.6068228266
2012-02-01,transactions_rate,btc,0.073622685185185
2012-02-01,transactions_rate,ltc,0.0072337962962960006
2012-02-01,transactions_sum,btc,2891754.0
2012-02-01,transfers_mean,btc,67.3405285566262
2012-02-01,transfers_mean,ltc,312.305085538224
2012-02-01,transfers_sum,btc,428353.1021487
2012-02-01,transfers_sum,ltc,195190.67846139
2012-02-02,active_addresses,btc,15803.0
2012-02-02,active_addresses,ltc,2157.0
2012-02-02,addresses,btc,2969842.0
2012-02-02,addresses,ltc,262210.0
2012-02-02,mktcap,btc,50350255.269999996
2012-02-02,non_zero_addresses,btc,6836.0
2012-02-02,non_zero_addresses,ltc,1514.0
2012-02-02,price,btc,6.100066666666666
2012-02-02,supply,btc,8254050.0
2012-02-02,supply,ltc,3805500.0
2012-02-02,transactions_count,btc,7005.0
2012-02-02,transactions_count,ltc,867.0
2012-02-02,transactions_mean,btc,485.204282655246
2012-02-02,transactions_rate,btc,0.081076388888888
2012-02-02,transactions_rate,ltc,0.010034722222222
2012-02-02,transactions_sum,btc,3398856.0
2012-02-02,transfers_mean,btc,52.663490064711
2012-02-02,transfers_mean,ltc,288.796568774245
2012-02-02,transfers_sum,btc,368907.7479033
2012-02-02,transfers_sum,ltc,250386.62512727
2012-02-03,active_addresses,btc,16263.0
2012-02-03,active_addresses,ltc,2144.0
2012-02-03,addresses,btc,2976794.0
2012-02-03,addresses,ltc,263843.0
2012-02-03,mktcap,btc,49197020.5675
2012-02-03,non_zero_addresses,btc,6952.0
2012-02-03,non_zero_addresses,ltc,1633.0
2012-02-03,price,btc,5.95465
2012-02-03,supply,btc,8261950.0
2012-02-03,supply,ltc,3842250.0
2012-02-03,transactions_count,btc,6892.0
2012-02-03,transactions_count,ltc,928.0
2012-02-03,transactions_mean,btc,469.71198491004
2012-02-03,transactions_rate,btc,0.079768518518518
2012-02-03,transactions_rate,ltc,0.010740740740740001
2012-02-03,transactions_sum,btc,3237255.0
2012-02-03,transfers_mean,btc,54.8378809581662
2012-02-03,transfers_mean,ltc,159.65777085597
2012-02-03,transfers_sum,btc,377942.67556368
2012-02-03,transfers_sum,ltc,148162.41135434
